Frequency (1/cm), 100%, 89.58%, 79.26%, 69.04%, 58.91%, 48.87%, 38.92%, 29.06%, 19.28%, 9.6%, 0% 
34.896,2.1843,1.8573,1.6891,1.5458,1.4323,1.3785,1.2841,1.2226,1.2171,1.1607,1.1141
35.409,2.1998,1.8717,1.7031,1.56,1.4448,1.3916,1.2988,1.2343,1.2287,1.1726,1.1262
35.922,2.2177,1.8883,1.7202,1.5774,1.4601,1.4072,1.3171,1.2494,1.2429,1.187,1.1412
36.435,2.2421,1.9108,1.7447,1.6028,1.4826,1.4296,1.3432,1.2727,1.2641,1.2084,1.1633
36.949,2.2816,1.9468,1.7859,1.6458,1.5213,1.4676,1.3862,1.314,1.3017,1.2458,1.2009
37.462,2.3498,2.0083,1.8578,1.7213,1.5901,1.5354,1.4591,1.3883,1.371,1.3143,1.2672
37.975,2.4513,2.0977,1.962,1.8306,1.6908,1.6376,1.5601,1.4976,1.4772,1.4178,1.3647
38.488,2.5471,2.1783,2.053,1.9257,1.7794,1.7334,1.6397,1.5914,1.5759,1.5113,1.4525
39.001,2.5921,2.2151,2.0867,1.9594,1.8118,1.7749,1.6596,1.6189,1.6135,1.5454,1.4859
39.515,2.6012,2.2245,2.0851,1.9551,1.8085,1.7781,1.649,1.6062,1.6084,1.5409,1.482
40.028,2.6037,2.2303,2.0792,1.9459,1.7998,1.7735,1.6381,1.5892,1.5951,1.5299,1.4709
40.541,2.6116,2.2412,2.0801,1.9436,1.7971,1.7739,1.6353,1.5799,1.5869,1.5245,1.4648
41.054,2.6275,2.2592,2.0893,1.9498,1.8022,1.7815,1.641,1.5795,1.5861,1.5263,1.4655
41.567,2.6513,2.284,2.1062,1.9635,1.8143,1.7962,1.6542,1.5869,1.592,1.5347,1.4727
42.08,2.6823,2.315,2.1297,1.984,1.8328,1.8172,1.6738,1.6009,1.6034,1.5488,1.4854
42.594,2.72,2.3519,2.1592,2.0104,1.8571,1.8439,1.6993,1.6209,1.6197,1.5679,1.5031
43.107,2.7641,2.3943,2.1944,2.0422,1.887,1.8762,1.7305,1.6465,1.6405,1.5919,1.5255
43.62,2.8142,2.4421,2.2349,2.0795,1.9227,1.914,1.7679,1.6779,1.6654,1.6207,1.5528
44.133,2.8699,2.4949,2.2807,2.1222,1.9645,1.9576,1.812,1.7153,1.6947,1.6548,1.5852
44.646,2.9309,2.5526,2.3321,2.1706,2.0132,2.0076,1.8641,1.7598,1.7289,1.6947,1.6237
45.159,2.997,2.6149,2.3896,2.2254,2.0703,2.0649,1.926,1.8127,1.7689,1.7418,1.6698
45.673,3.0687,2.6822,2.4544,2.2875,2.1379,2.1312,2.0005,1.8764,1.8162,1.7976,1.7254
46.186,3.148,2.7548,2.5287,2.3576,2.2187,2.2084,2.0905,1.9535,1.8729,1.8635,1.793
46.699,3.239,2.8327,2.614,2.4344,2.3144,2.2972,2.1967,2.0457,1.9403,1.9388,1.8734
47.212,3.3459,2.9116,2.7071,2.5107,2.4216,2.3931,2.3106,2.1493,2.0157,2.0162,1.9619
47.725,3.4615,2.9754,2.7903,2.5683,2.5216,2.4786,2.4032,2.2465,2.0875,2.0774,2.0411
48.238,3.5452,2.995,2.8272,2.5845,2.5787,2.5238,2.4336,2.3041,2.1345,2.1009,2.0841
48.752,3.5323,2.9534,2.7925,2.5535,2.5681,2.5111,2.3948,2.2997,2.1408,2.0826,2.0784
49.265,3.4206,2.8672,2.7048,2.4932,2.5064,2.4552,2.3218,2.2474,2.1114,2.0403,2.0392
49.778,3.2729,2.7662,2.6,2.4248,2.4262,2.383,2.2461,2.1755,2.0636,1.9927,1.9887
50.291,3.1323,2.6696,2.4995,2.3602,2.3473,2.3115,2.18,2.1018,2.0114,1.9495,1.9398
50.804,3.0116,2.5845,2.4107,2.3038,2.2765,2.2473,2.1251,2.0321,1.9614,1.9133,1.8962
51.318,2.9118,2.5127,2.3347,2.2568,2.2151,2.1923,2.0801,1.9677,1.916,1.8842,1.8583
51.831,2.8309,2.4542,2.2708,2.2198,2.1631,2.1468,2.0439,1.9077,1.8757,1.8621,1.8253
52.344,2.767,2.4091,2.2182,2.1937,2.1203,2.1113,2.0161,1.8515,1.8406,1.8472,1.7967
52.857,2.7196,2.3783,2.1767,2.1803,2.0874,2.0867,1.9972,1.7978,1.8109,1.841,1.7723
53.37,2.6897,2.3643,2.1474,2.1835,2.0659,2.0753,1.9887,1.7455,1.7874,1.8459,1.7522
53.883,2.6814,2.3734,2.1332,2.2118,2.0597,2.0819,1.994,1.6926,1.7715,1.8676,1.7372
54.397,2.7062,2.4217,2.1425,2.2851,2.0776,2.1177,2.019,1.6364,1.767,1.9175,1.7287
54.91,2.7976,2.5567,2.2017,2.4628,2.1434,2.2125,2.0722,1.5733,1.7844,2.023,1.7303
55.423,3.0802,2.9787,2.4161,3.0309,2.3326,2.462,2.1373,1.5078,1.8598,2.2405,1.7518
55.936,3.5223,3.4809,3.5309,3.0677,2.775,2.7691,2.0181,1.5067,2.1178,2.2399,1.8134
56.449,2.676,2.3725,2.5901,2.0284,2.278,2.0798,1.7653,1.7137,2.2614,1.6546,1.8131
56.962,2.4358,2.1447,2.1912,1.8356,1.9663,1.8875,1.7118,1.9163,1.9643,1.5058,1.7478
57.476,2.4193,2.121,2.1104,1.8371,1.9037,1.8914,1.747,1.9751,1.8683,1.5277,1.7402
57.989,2.4556,2.1539,2.1098,1.8864,1.9124,1.946,1.8073,1.9945,1.8558,1.581,1.7618
58.502,2.5176,2.2147,2.1458,1.9572,1.9525,2.0289,1.8845,2.0222,1.8804,1.6458,1.8014
59.015,2.6049,2.3013,2.2108,2.0491,2.0175,2.1441,1.9837,2.0709,1.9312,1.7235,1.8584
59.528,2.7259,2.4215,2.3084,2.1697,2.1113,2.3075,2.1167,2.1471,2.0074,1.8199,1.9362
